Date,AAPL,AMZN,FB,GOOG,MSFT
2014-12-31,103.30206298828125,310.3500061035156,78.0199966430664,523.5214233398438,42.50029373168945
2015-01-02,102.31939697265625,308.5199890136719,78.44999694824219,521.937744140625,42.783935546875
2015-01-05,99.4368896484375,302.19000244140625,77.19000244140625,511.0576171875,42.390499114990234
2015-01-06,99.44625091552734,295.2900085449219,76.1500015258789,499.2127990722656,41.768314361572266
2015-01-07,100.84071350097656,298.4200134277344,76.1500015258789,498.3575134277344,42.29899978637695
2015-01-08,104.71525573730469,300.4599914550781,78.18000030517578,499.9288635253906,43.54335021972656
2015-01-09,104.82755279541016,296.92999267578125,77.73999786376953,493.4544982910156,43.1773681640625
2015-01-12,102.24452209472656,291.4100036621094,76.72000122070312,489.85430908203125,42.63753128051758
2015-01-13,103.15231323242188,294.739990234375,76.44999694824219,493.4644470214844,42.41794204711914
2015-01-14,102.75926208496094,293.2699890136719,76.27999877929688,498.1287841796875,42.05194854736328
2015-01-15,99.9703369140625,286.95001220703125,74.05000305175781,499.0437316894531,41.61277770996094
2015-01-16,99.19355773925781,290.739990234375,75.18000030517578,505.29931640625,42.30815124511719
2015-01-20,101.7485122680664,289.44000244140625,76.23999786376953,504.1257629394531,42.44538497924805
2015-01-21,102.5252914428711,297.25,76.73999786376953,515.2047729492188,42.015350341796875
2015-01-22,105.19253540039062,310.32000732421875,77.6500015258789,531.46533203125,43.12246322631836
2015-01-23,105.73534393310547,312.3900146484375,77.83000183105469,536.994873046875,43.168216705322266
2015-01-26,105.84764862060547,309.6600036621094,77.5,532.2808227539062,43.012672424316406
2015-01-27,102.14158630371094,306.75,75.77999877929688,515.7915649414062,39.03255081176758
2015-01-28,107.91593170166016,303.9100036621094,76.23999786376953,507.20880126953125,37.68755340576172
2015-01-29,111.27574157714844,311.7799987792969,78.0,507.8652038574219,38.437828063964844
2015-01-30,109.64732360839844,354.5299987792969,75.91000366210938,531.5946044921875,36.9647331237793
2015-02-02,111.02306365966797,364.4700012207031,74.98999786376953,525.587646484375,37.769901275634766
2015-02-03,111.0417709350586,363.54998779296875,75.4000015258789,526.343505859375,38.06269454956055
2015-02-04,111.89340209960938,364.75,75.62999725341797,519.8989868164062,38.28228759765625
2015-02-05,112.69204711914062,373.8900146484375,75.61000061035156,524.6925659179688,38.84040832519531
2015-02-06,111.74308776855469,374.2799987792969,74.47000122070312,528.0938720703125,38.80381393432617
2015-02-09,112.4853515625,370.55999755859375,74.44000244140625,524.9412231445312,38.758060455322266
2015-02-10,114.64635467529297,373.0,75.19000244140625,534.0013427734375,38.977657318115234
2015-02-11,117.33351135253906,375.1400146484375,76.51000213623047,533.0366821289062,38.7763671875
2015-02-12,118.81803894042969,377.1700134277344,76.2300033569336,539.9585571289062,39.42599105834961
2015-02-13,119.40058898925781,381.8299865722656,75.73999786376953,546.0053100585938,40.139671325683594
2015-02-17,120.10526275634766,375.42999267578125,75.5999984741211,539.8690795898438,40.158103942871094
2015-02-18,120.94149017333984,373.3699951171875,76.70999908447266,536.7462768554688,40.11202621459961
2015-02-19,120.68778228759766,379.0,79.41999816894531,539.9013061523438,40.08438491821289
2015-02-20,121.67432403564453,383.6600036621094,79.9000015258789,536.0003662109375,40.41611862182617
2015-02-23,124.96282958984375,380.1400146484375,78.83999633789062,528.9989013671875,40.6833381652832
2015-02-24,124.18297576904297,378.5899963378906,78.44999694824219,533.156005859375,40.62805938720703
2015-02-25,121.00723266601562,385.3699951171875,79.55999755859375,540.8934326171875,40.5359001159668
2015-02-26,122.53873443603516,384.79998779296875,80.41000366210938,552.4398803710938,40.60041427612305
2015-02-27,120.69718170166016,380.1600036621094,78.97000122070312,555.3439331054688,40.40689468383789
2015-03-02,121.28913116455078,385.6600036621094,79.75,568.2130737304688,40.434539794921875
2015-03-03,121.54280090332031,384.6099853515625,79.5999984741211,570.50048828125,39.881656646728516
2015-03-04,120.77234649658203,382.7200012207031,80.9000015258789,570.2319946289062,39.67892074584961
2015-03-05,118.77108001708984,387.8299865722656,81.20999908447266,572.1812744140625,39.725006103515625
2015-03-06,118.9495849609375,380.0899963378906,80.01000213623047,564.578125,39.03388595581055
2015-03-09,119.45697021484375,378.55999755859375,79.44000244140625,565.7366943359375,39.48542022705078
2015-03-10,116.98588562011719,369.510009765625,77.55000305175781,551.9724731445312,38.72980499267578
2015-03-11,114.85305786132812,366.3699951171875,77.56999969482422,548.1634521484375,38.68373107910156
2015-03-12,116.92949676513672,374.239990234375,78.93000030517578,552.4697265625,37.799110412597656
2015-03-13,116.1214828491211,370.5799865722656,78.05000305175781,544.3245849609375,38.13084030151367
2015-03-16,117.39928436279297,373.3500061035156,78.06999969482422,551.4752197265625,38.296714782714844
2015-03-17,119.36299133300781,371.9200134277344,79.36000061035156,547.8253173828125,38.42572021484375
2015-03-18,120.70659637451172,375.1400146484375,80.91000366210938,556.4378662109375,39.16290283203125
2015-03-19,119.79520416259766,373.239990234375,82.75,554.9361572265625,38.96939468383789
2015-03-20,118.29188537597656,378.489990234375,83.80000305175781,557.293212890625,39.513065338134766
2015-03-23,119.52273559570312,375.1099853515625,84.43000030517578,555.7516479492188,39.4946403503418
2015-03-24,119.0341567993164,374.0899963378906,85.30999755859375,567.0693969726562,39.531490325927734
2015-03-25,115.92416381835938,370.9599914550781,82.91999816894531,555.726806640625,38.20456314086914
2015-03-26,116.7322006225586,367.3500061035156,83.01000213623047,552.131591796875,37.97419357299805
2015-03-27,115.80203247070312,370.55999755859375,83.30000305175781,545.3389892578125,37.7530403137207
2015-03-30,118.73350524902344,374.5899963378906,83.19999694824219,549.0087890625,37.74382781982422
2015-03-31,116.91070556640625,372.1000061035156,82.22000122070312,545.0008544921875,37.46738052368164
2015-04-01,116.74159240722656,370.260009765625,81.66999816894531,539.590576171875,37.52267074584961
2015-04-02,117.74693298339844,372.25,81.55999755859375,532.5990600585938,37.126426696777344
2015-04-06,119.65425872802734,377.0400085449219,82.44000244140625,533.8273315429688,38.287498474121094
2015-04-07,118.39524841308594,374.4100036621094,82.31999969482422,534.0809326171875,38.2690544128418
2015-04-08,118.010009765625,381.20001220703125,82.27999877929688,538.6458129882812,38.16770553588867
2015-04-09,118.91200256347656,383.5400085449219,82.16999816894531,537.8203735351562,38.22299575805664
2015-04-10,119.41937255859375,382.6499938964844,82.04000091552734,537.0545654296875,38.44414520263672
2015-04-13,119.18448638916016,382.3599853515625,83.01000213623047,536.2191772460938,38.48100280761719
2015-04-14,118.667724609375,385.1099853515625,83.5199966430664,527.4871826171875,38.37964630126953
2015-04-15,119.11871337890625,383.45001220703125,82.70999908447266,529.6178588867188,38.941741943359375
2015-04-16,118.54557037353516,386.0400085449219,82.30999755859375,530.8785400390625,38.8495979309082
2015-04-17,117.21138000488281,375.55999755859375,80.77999877929688,521.181884765625,38.35198974609375
2015-04-20,119.88915252685547,389.510009765625,83.08999633789062,532.4498901367188,39.54070281982422
2015-04-21,119.2408676147461,391.17999267578125,83.62000274658203,531.0499877929688,39.29191207885742
2015-04-22,120.8475112915039,389.79998779296875,84.62999725341797,536.4130859375,39.61443328857422
2015-04-23,121.83407592773438,389.989990234375,82.41000366210938,544.0062866210938,39.93694305419922
2015-04-24,122.4072036743164,445.1000061035156,81.52999877929688,561.9674682617188,44.11124801635742
2015-04-27,124.63396453857422,438.55999755859375,81.91000366210938,555.3699951171875,44.25868606567383
2015-04-28,122.67029571533203,429.30999755859375,80.68000030517578,553.6799926757812,45.299949645996094
2015-04-29,120.86631774902344,429.3699951171875,80.47000122070312,549.0800170898438,45.20780944824219
2015-04-30,117.58721160888672,421.7799987792969,78.7699966430664,537.3400268554688,44.82078552246094
2015-05-01,121.15758514404297,422.8699951171875,78.98999786376953,537.9000244140625,44.83921432495117
2015-05-04,120.92268371582031,423.0400085449219,78.80999755859375,540.780029296875,44.45220184326172
2015-05-05,118.19794464111328,421.19000244140625,77.55999755859375,530.7999877929688,43.862449645996094
2015-05-06,117.4556655883789,419.1000061035156,78.0999984741211,524.219970703125,42.646095275878906
2015-05-07,118.18216705322266,426.8800048828125,78.43000030517578,530.7000122070312,43.033119201660156
2015-05-08,120.40882110595703,433.69000244140625,78.51000213623047,538.219970703125,44.000667572021484
2015-05-11,119.18225860595703,432.8500061035156,78.01000213623047,535.7000122070312,43.65050506591797
2015-05-12,118.7576904296875,431.0199890136719,77.45999908447266,529.0399780273438,43.632083892822266
2015-05-13,118.88978576660156,426.8699951171875,78.44000244140625,529.6199951171875,43.89009475708008
2015-05-14,121.66365814208984,432.2799987792969,81.37000274658203,538.4000244140625,44.89450454711914
2015-05-15,121.49383544921875,426.0,80.41999816894531,533.8499755859375,44.507484436035156
2015-05-18,122.83360290527344,425.239990234375,80.87999725341797,532.2999877929688,44.240257263183594
2015-05-19,122.72038269042969,421.7099914550781,80.62999725341797,537.3599853515625,44.12895965576172
2015-05-20,122.71092987060547,423.8599853515625,80.55000305175781,539.27001953125,44.12895965576172
2015-05-21,123.96578979492188,431.6300048828125,80.4800033569336,542.510009765625,43.98055648803711
2015-05-22,125.05081939697266,427.6300048828125,80.54000091552734,540.1099853515625,43.49827575683594
2015-05-26,122.2957992553711,425.4700012207031,79.33000183105469,532.3200073242188,43.21076583862305
2015-05-27,124.57906341552734,431.4200134277344,80.55000305175781,539.7899780273438,44.15679168701172
2015-05-28,124.333740234375,426.57000732421875,80.1500015258789,539.780029296875,44.00838851928711
2015-05-29,122.91851043701172,429.2300109863281,79.19000244140625,532.1099853515625,43.461181640625
2015-06-01,123.16381072998047,430.9200134277344,80.29000091552734,533.989990234375,43.8043327331543
2015-06-02,122.6166000366211,430.989990234375,80.44000244140625,539.1799926757812,43.5168342590332
2015-06-03,122.76753997802734,436.5899963378906,82.44000244140625,540.3099975585938,43.451908111572266
2015-06-04,122.05049133300781,430.7799987792969,82.05000305175781,536.7000122070312,42.99744415283203
2015-06-05,121.380615234375,426.95001220703125,82.13999938964844,533.3300170898438,42.79340744018555
2015-06-08,120.57862854003906,423.5,80.66999816894531,526.8300170898438,42.41314697265625
2015-06-09,120.22010803222656,425.4800109863281,80.66999816894531,526.6900024414062,42.33893966674805
2015-06-10,121.59762573242188,430.7699890136719,82.16000366210938,536.6900024414062,43.22931671142578
2015-06-11,121.32400512695312,432.9700012207031,81.83000183105469,534.6099853515625,43.071632385253906
2015-06-12,119.98423767089844,429.9200134277344,81.52999877929688,532.3300170898438,42.63572692871094
2015-06-15,119.74836730957031,423.6700134277344,80.70999908447266,527.2000122070312,42.181278228759766
2015-06-16,120.38993835449219,427.260009765625,81.05999755859375,528.1500244140625,42.50589370727539
2015-06-17,120.10689544677734,427.80999755859375,81.79000091552734,529.260009765625,42.63572692871094
2015-06-18,120.65412139892578,439.3900146484375,82.91000366210938,536.72998046875,43.331336975097656
2015-06-19,119.44644165039062,434.9200134277344,82.51000213623047,536.6900024414062,42.75630569458008
2015-06-22,120.39937591552734,436.2900085449219,84.73999786376953,538.1900024414062,42.87688064575195
2015-06-23,119.8521499633789,445.989990234375,87.87999725341797,540.47998046875,42.58008575439453
2015-06-24,120.87113189697266,440.8399963378906,88.86000061035156,537.8400268554688,42.32966995239258
2015-06-25,120.29559326171875,440.1000061035156,87.9800033569336,535.22998046875,42.33893966674805
2015-06-26,119.58797454833984,438.1000061035156,88.01000213623047,531.6900024414062,41.97723388671875
2015-06-29,117.49342346191406,429.8599853515625,85.80000305175781,521.52001953125,41.15177917480469
2015-06-30,118.34255981445312,434.0899963378906,85.7699966430664,520.510009765625,40.94773483276367
2015-07-01,119.44644165039062,437.3900146484375,86.91000366210938,521.8400268554688,41.22598648071289
2015-07-02,119.29548645019531,437.7099914550781,87.29000091552734,523.4000244140625,41.17961120605469
2015-07-06,118.88035583496094,436.0400085449219,87.55000305175781,522.8599853515625,41.17033386230469
2015-07-07,118.5878677368164,436.7200012207031,87.22000122070312,525.02001953125,41.08686065673828
2015-07-08,115.6441650390625,429.70001220703125,85.6500015258789,516.8300170898438,41.031211853027344
2015-07-09,113.28541564941406,434.3900146484375,85.87999725341797,520.6799926757812,41.2909049987793
